24h_1	24h_2	72h_1	72h_2	proB_1	proB_2
Grb10	239.5	281.1	155	297.7	3132.7	5210
Snrpd3	5450	4804.4	6372.4	5638.4	5346	5451.2
Ddc	263.7	312	97.5	173.3	314.1	601.8
Cpm	5.6	3.7	20.4	15.7	123.4	130.3
Mdm2	3277.4	3251.6	2997.8	3086.5	3399.2	3213.5
E2f7	665.7	631.6	920.7	745.2	2045.3	2146.4
Csrp2	40.9	28.1	28.8	24.5	174.2	183.9
Osbpl8	3137.2	3361.3	3213.1	3453.7	2756.4	2556.9
Mknk2	7497.2	7314.8	8339.9	8586.8	14799.1	16851.8
Cabin1	6412.8	6903.4	6124.6	6775.2	5828	6052.9
Ap3d1	4482.5	4816.5	4302.7	4468.2	4410.9	4516.9
Sf3a2	3384.2	3529.9	3916.6	3930.6	3552.6	4004
Mdm1	994.4	851.8	1130.4	1060.5	1355.9	1262
Timm13	2139.1	1972.5	2712.9	2485.3	2119.9	2268.2
Vps13d	2361	2668.8	2441.8	2746.7	3895.7	4035.7
Llph	1057.5	926.8	1227	1052.7	1012.8	1064.7
Tmbim4	1207.9	1150.7	1142.5	1125.1	1225.3	1102.4
Irak3	30.6	17.8	31.6	24.5	210.4	162
Helb	1962.7	1929.4	2076.2	1953.5	3090.2	2965
Prmt2	207	254.9	142.9	185.1	89.2	87.7
Dip2a	189.4	208	165.2	168.4	162.8	148.6
Hmg20b	1587.6	1563	1648.3	1693.1	1835.9	1807.7
Fzr1	2813.2	3010.8	3360.7	3446.9	4904.4	4935.9
Ncln	4355.3	4183.1	4735.2	4633.7	3489.3	3703.1
Col6a2	19.5	9.4	316.5	20.6	51.8	40.2
Hcfc2	700	680.3	626.5	555.2	1106.1	1160.9
Nfyb	1595.1	1536.8	1901.7	1740.1	2705.6	2522.8
Txnrd1	12497.8	11430.4	14152.7	13274.3	10191.2	11282.4
Ppm1m	1025.9	1074.8	1033.9	1092.8	900.8	811.3
D10Wsu102e	2877.2	2904	2748.1	2937.7	2222.6	2253.6
Wdr82	6499.1	6542.6	6633.2	6803.6	6860.5	7317.4
Glyctk	253.5	232.4	296.1	241.9	374.2	275.3
Pofut2	724.2	698.1	741.6	756.9	737.1	702.9
Slc36a1	961.9	995.2	1023.7	1059.5	427.1	466.5
Adarb1	28.8	15.9	49.2	27.4	143.1	162
Appl2	1114.1	1271.6	735.1	969.4	156.5	169.3
Sumo3	5618.9	5442.5	5517.6	5359.3	5125.2	5001.7
Hint1	7951.2	7186.4	8889.4	7756.4	7926.2	8079.9
Lyrm7	154.1	155.6	161.5	157.7	153.4	151
Fbxw11	3168.8	3194.5	3036.8	3204	3883.3	3765.3
Stk10	5164.9	4676	5957.5	4809.9	5757.5	5525.5
Papolg	1765	1779.5	1451.6	1459	1814.1	1750.5
Rel	2195.8	2145.9	2084.5	2084.8	2328.3	2420.4
Pfkl	3928.2	4330.2	4271.1	4239.1	11533.7	12041.3
Pus10	3385.1	3199.2	3425.6	3061	2751.3	2453.3
Pex13	1828.1	1786.1	1753.2	1842.9	1814.1	1754.1
1810043G02Rik	294.3	283	299.8	351.5	227	185.2
Mpg	465.2	536	418.6	472	344.2	451.9
Ahsa2	2434.4	2500.1	2190.3	2463.7	1426.4	1489.8
Nprl3	645.3	649.4	606.1	758.9	495.5	525
Xpo1	14178.3	14280	16853.5	16127.8	18023.1	18551.1
Cpeb4	838.4	789	781.5	703.1	634.4	603
Stc2	208	289.6	220	276.1	318.2	328.9
Asb3	715.8	716.9	621.8	661	688.3	674.8
Cdc34	4730.4	4240.2	5359.8	4794.3	4196.3	4131.9
Tpgs1	576.6	542.6	488.2	556.2	482	487.3
Chac2	113.3	119	143.9	117.5	202.1	197.3
Erlec1	1037.1	1098.2	931.8	995.9	1228.4	1042.7
Sptbn1	13274	14384	12054.2	12911	11771.1	12317.8
Wdpcp	284.1	275.5	256.2	285	247.8	264.3
Mdh1	9242.7	8851.6	9817.5	9518	9491.5	9493
Prss57	1515.2	1479.6	1111.9	1232.8	242.6	349.6
Fstl3	204.3	251.1	62.2	106.7	34.2	34.1
Ccng1	6211.3	6448.9	5581.6	6888.8	7513.6	7171.2
Nudcd2	3921.7	3778.3	4024.3	4025.6	3526.7	3510.7
Polrmt	1965.5	1997.8	2103.1	2162.1	1720.8	1796.8
Hmmr	3932	3961	4970	4789.4	7339.4	6514.6
Hcn2	128.1	107.8	100.2	117.5	38.4	47.5
Cyfip2	29583	29472.7	23184.1	24437.5	29771.4	28997.8
Mgat1	2720.3	2651	3586.2	3247.1	4332.1	4306.1
Ppp2ca	12827.4	12499.6	13260.8	13282.2	12367.2	12740.5
Hnrnpab	38117.2	36724.7	43342.5	40188.2	36846.5	38122.9
Phykpl	754.8	862.1	595.8	658	325.5	317.9
Hspa4	18530.8	17799.6	20894.4	20327.7	14099.4	15882.1
Cnot6	9329	9763.3	9165	9589.5	10839.1	10740.3
Mapk9	2371.2	2347.4	2210.7	2300.2	2268.2	2078.1
Canx	26835.7	28408.2	28092.8	28968.3	21571.5	23083.8
Gnb2l1	66471	64194.9	66225.8	65273	73553	74316.3
Rufy1	882.9	855.5	933.7	878.4	949.6	879.5
Rnf130	3795.5	3613.3	3505.5	3694.6	2675.6	2522.8
Rad50	3900.4	4022.8	4118	4013.8	3323.5	3546
3010026O09Rik	366.7	389.8	391.7	385.8	509	438.5
Clk4	2292.3	2495.4	1906.3	2096.5	2589.5	2497.2
Sar1b	1389.9	1279.1	1557.4	1465.9	1325.9	1371.6
Jade2	1940.4	1809.5	2112.4	1946.7	3058.1	3291.4
Cdkl3	193.1	170.5	159.6	160.6	262.3	299.7
Ube2b	3830.8	3574.9	3472	3478.2	4759.2	4267.1
Cdkn2aipnl	3536.4	3223.5	3727.3	3246.1	4944.8	4825.1
Kremen1	1413.1	1451.5	822.3	866.6	1034.6	929.4
Itk	99.3	165.9	35.3	242.8	21.8	26.8
Nefh	2777.9	3036.1	2569.9	3179.5	1630.6	2048.9
Med7	976.7	989.5	1049.7	1029.2	786.8	746.7
Havcr2	140.2	156.5	170.8	283	5.2	8.5
Tnip1	956.3	968	914.2	915.6	865.6	916
Vdac1	10186.9	10306.8	10670.4	10527.6	10714.8	10913.3
Slu7	2665.6	2659.4	2601.5	2588.1	2887.1	2828.5
Ascc2	3363.8	3474.7	3147.2	3395.9	2915	3152.5
Hus1	1314.7	1308.1	1549	1421.8	1553.9	1704.2
Pttg1	142.1	136.8	191.2	189	192.8	176.6
Zfp607	545	571.6	412.1	473.9	510	540.9
Tns3	3989.5	3888.8	3688.3	3720.1	3171.1	3438.8
Btg2	1085.4	1121.7	643.2	881.3	3162.8	2962.5
Pes1	6552	6213.7	6941.3	6389.4	5123.1	5403.7
Tcn2	278.5	402	212.5	318.2	126.5	155.9
Myo1g	9913.9	9599.3	11134.5	9824.5	6264.4	6943.4
Smtn	620.2	644.7	666.4	641.4	2588.5	2513
Arf5	2299.8	2299.6	2274.8	2393.2	2273.4	2284
2310033P09Rik	519	495.7	592.1	567	540.1	499.4
Guk1	971.2	931.4	1140.6	1062.5	740.2	784.5
Rnf185	1021.3	1044.8	811.2	945.9	794.1	800.3
Limk2	2329.5	2334.2	2146.7	2248.3	3338	3178.1
Patz1	4013.7	4190.6	3588.1	3788.6	4528.1	4218.4
Eif4enif1	5222.5	5194.2	5390.4	5247.6	5227.8	5570.6
Trim11	2998.9	3275.1	2499.4	2927.9	2702.5	2475.3
Ogdh	7117.4	7222	7519.5	7581.1	5610.3	6200.3
Drg1	4427.7	4228.1	4630.3	4410.4	4352.9	4473
Rtn4	7468.4	8030.7	6408.6	6696.9	5582.3	5336.7
Mtif2	1496.7	1585.5	1590.8	1631.4	1442	1396
Rps27a	34478.7	31926.9	34935.7	31413.4	36280.5	34222.4
Cfap36	837.5	836.8	930	822.5	1050.1	869.8
Smek2	6064.6	6243.7	6279.6	6174	7662.9	7634.1
Pnpt1	3613.5	3339.7	3937	3609.4	2875.7	2958.9
Pold2	3020.2	3068	3461.8	3362.6	2576.1	2742
Zkscan17	2262.6	2118.7	2572.7	2143.5	3069.5	2883.3
Aebp1	99.3	90	465.9	73.4	141	181.5
Polm	130	173.4	109.5	190	67.4	70.7
Dbnl	3969.1	4127.8	4016.8	4651.3	4074	4068.6
Mrps24	1320.2	1213.5	1467.3	1395.4	1281.3	1198.6
Ccdc117	2706.4	2847.8	1985.2	2345.2	2203.9	2226.8
Dynll2	2734.3	2590.1	2563.4	2588.1	1703.2	1776
Xbp1	10022.5	10755.7	7064.7	8175.5	6248.9	5492.6
Supt4a	2554.1	2276.1	3136.1	2424.6	2502.5	2611.7
2810021J22Rik	178.3	215.5	225.5	177.2	146.2	101.1
Ska2	1861.5	1765.4	1962	1966.3	3277.9	2835.8
Prr11	2335	2477.6	3084.1	2944.5	4279.3	3923.6
Smg8	1491.1	1424.3	1547.2	1458.1	1434.7	1544.6
Rnf187	6827.8	7205.1	7164	7347.1	6829.4	6878.8
Tubd1	446.6	495.7	490	534.7	376.3	384.9
Mrpl22	906.2	748.7	1030.2	917.5	740.2	729.7
Cnot8	3716.6	3592.7	3424.7	3546.7	3684.2	3503.4
Rps6kb1	3538.3	3457.8	3399.6	3527.2	3714.3	3692.2
Sap30l	605.3	599.7	622.8	627.7	778.5	819.8
Galnt10	267.4	312	349	418.1	1388.1	1540.9
Rnft1	1350	1403.7	1490.5	1378.7	1167.3	1199.9
Mfap3	2154	2299.6	1994.5	2144.5	2304.5	2248.7
Fam114a2	2150.3	2264.9	2117	2134.7	2948.2	2640.9
Ppm1d	1600.6	1593	1493.3	1597.1	1854.6	1780.9
Znhit3	727	704.7	822.3	740.3	684.2	699.2
Myo19	893.2	836.8	933.7	859.8	773.3	750.4
Prpsap2	1514.3	1539.6	1592.6	1669.6	1400.5	1361.9
Ggnbp2	4946.7	4727.5	4487.4	4374.2	5479.7	5216.1
Acaca	4844.6	5158.6	4793.7	5132.1	3920.6	4703.2
Shmt1	4692.4	4368.6	5512.9	5136	3369.1	3900.5
Llgl1	2300.7	2487.9	2132.8	2432.4	3556.7	3560.6
Drg2	2779.8	2724.1	2982	2861.3	2574	2642.1
Srebf1	6057.2	6598.8	6518.1	6036.9	12790.1	10814.6
Tom1l1	25.1	28.1	21.3	37.2	119.2	258.2
Cox11	394.6	348.6	475.2	376	490.3	516.5
Stxbp4	433.6	477.9	390.7	423	426.1	399.5
Bzw2	8093.2	7937.9	9001.7	8619.1	7039.8	7173.6
Elac2	2506.8	2654.7	3127.7	3013.1	2218.4	2410.7
Pctp	1484.6	1512.4	1583.3	1472.7	916.4	830.8
Twistnb	1740.8	1672.7	1615.8	1584.4	1590.2	1604.3
Atxn7l1	2013.8	2212.4	1372.7	1551.1	1481.4	1612.8
Sypl	1231.1	1225.7	1707.7	1628.4	1404.7	1268.1
Pdia6	13689	13765.5	14218.6	14474.9	7901.3	8151.8
Nampt	2846.6	2602.2	2874.3	3115.9	4487.6	4586.3
Pik3cg	4525.2	4516.7	4004.8	4442.7	4336.3	4118.5
Nbas	1171.7	1287.5	1439.5	1518.8	1371.5	1416.7
Tspan13	2957.1	3108.3	2926.3	3109	9175.3	8172.5
Rock2	3972.8	4274.9	4360.2	4475	6122.4	6021.3
Laptm4a	3594	3816.7	2879.9	3464.5	2847.7	2793.2
Fam49a	185.7	149.9	149.4	166.5	434.4	406.9
Snx13	1136.4	1166.7	971.7	981.2	1587.1	1572.6
Sdc1	1627.6	1945.4	1620.5	1786.1	1090.5	1156
Lpin1	701	864	501.2	779.5	504.8	448.3
Pum2	12534	13106.8	12935.9	12966.9	14665.4	14862.5
Nrcam	169.9	119	344.3	195.8	117.1	76.7
Hs1bp3	458.7	455.4	442.7	428.9	252.9	257
Smc6	5515.9	5456.6	6598.8	5987.9	10139.4	10015.5
Amz2	607.2	761.8	924.4	1099.7	1272	1159.7
Gna13	3847.5	3914.1	3860	3882.6	5466.2	5480.4
Prkar1a	13812.5	14250	13350.8	14265.3	14593.9	14325.3
Rdh14	597.9	567.9	474.3	505.3	542.2	551.8
Map2k6	339.8	302.7	479.8	394.6	575.3	546.9
Trappc12	2164.2	2204	2243.2	2293.3	2457.9	2478.9
Adi1	2458.5	2524.5	2479	2555.8	1694.9	1721.2
Rnaseh1	990.6	942.7	1056.2	1010.6	817.9	836.9
Ubxn2a	1302.6	1198.5	1319.8	1274.9	965.1	1045.2
Cmpk2	887.6	756.2	462.2	880.3	202.1	197.3
Itsn2	4074	4062.2	4469.8	4278.2	4897.1	4888.4
Rsad2	232.1	264.3	65	181.2	9.3	17.1
Rnf144a	759.5	666.3	1023.7	735.4	1330	1247.4
Id2	463.3	624.1	487.3	702.1	471.7	372.8
Ncoa1	695.4	811.5	707.2	749.1	992.1	899
Dus4l	555.2	544.4	604.2	554.2	499.7	479.9
Rrm2	9654.9	8495.5	13792.6	10749.9	19003.8	18297.7
Bcap29	3030.4	2944.3	3307.8	2927.9	2081.6	2098.9
Cenpo	1129	1161	1173.1	1183.9	1474.1	1526.3
Klf11	154.1	181.8	169.8	138.1	272.6	300.9
Adcy3	791	937.1	653.4	791.2	629.2	689.5
Dnajc27	704.7	691.6	660.8	679.6	940.2	963.5
Cbll1	1573.7	1594	1515.6	1549.1	1877.4	1851.6
Dnmt3a	4417.5	4575.7	4100.4	4097.1	3460.3	3281.7
Dld	5773.1	5511.8	6443.8	5961.5	4824.5	4723.9
Kif3c	524.6	576.3	373.1	498.4	787.8	673.6
Rab10	5956.9	6127.5	5927.8	6135.8	6141.1	6194.2
Pxdn	42.7	214.6	62.2	163.5	8.3	41.4
Ddx52	3140	2961.1	3350.5	3146.2	3348.4	3217.1
Hnf1b	105.8	62.8	132.7	81.3	433.3	432.4
Taf15	6214.1	6186.5	7281	6454.1	7610	7770.5
Cdc27	6605.9	6793.8	6812.3	6764.5	5791.7	5814.2
Itgb3	617.4	600.7	532.7	679.6	21.8	34.1
Mettl2	1437.2	1352.2	1547.2	1570.7	1430.6	1459.3
Nle1	1798.4	1670.8	1975.9	1940.8	1320.7	1492.2
Tlk2	2986.8	2938.6	2594.1	2771.2	3234.3	3108.7
Rffl	1252.5	1206	998.6	1000.8	728.8	603
Lig3	2953.4	3272.2	3011.7	3482.1	2951.3	3217.1
Map3k3	2546.7	2393.3	2832.6	2518.6	4333.2	4145.3
Tmem132e	14.9	2.8	2.8	2	225	109.6
Ddx42	6008.9	6065.6	6234.1	6035.9	6896.8	7213.8
Ftsj3	7413.6	7114.2	8573.8	7595.8	5218.5	5784.9
Rnf135	557.1	551.9	405.6	429.9	259.2	332.6
Psmc5	6428.5	5742.4	7021.1	5910.6	5115.8	5067.5
Ern1	3122.4	3525.3	2918.9	3223.6	976.5	1103.6
Nf1	1378.7	1558.3	1201.9	1432.6	1267.8	1361.9
Pecam1	1586.7	1965	1263.2	2127.8	1152.7	1523.9
Polg2	336.1	342	291.4	261.5	247.8	268
Ddx5	61210.4	61089.4	60556.1	59071.6	66892.6	63510.2
Psmd12	5306.1	4960.8	5817.4	5316.2	4778.9	4856.7
Helz	3231.9	3443.7	3173.2	3344	3781.7	3946.8
Rab37	1285.9	1311.9	960.6	1119.3	540.1	526.2
Slc9a3r1	3991.4	4053.8	3927.7	4526	4507.3	5009
Nt5c	1875.5	1889.1	1966.7	1978	1459.6	1492.2
Hn1	6758.1	6614.8	7425.8	7487.1	8064.1	8100.6
Sumo2	1961.8	1742.9	2224.7	1803.7	2228.8	2193.9
Nup85	5565.1	5528.7	6408.6	6489.3	5065	5647.3
Gga3	2321.1	2455.1	2186.6	2363.8	2413.3	2581.2
Cluh	9783	9708	10444.9	10310.2	5517	6493.9
Mif4gd	653.6	713.1	584.7	820.6	493.4	554.3
Slc25a19	818.9	948.3	864.1	909.7	706	723.6
Pafah1b1	8457.2	8562.9	8741.8	8964.8	9875.1	9986.3
Tmem94	2334.1	2530.1	2252.5	2544	2769.9	2762.7
Recql5	1440	1592.1	1524.9	1560.9	1294.8	1274.2
Sap30bp	2024.9	2207.7	2062.2	2174.9	1893.9	2014.8
Itgb4	171.8	263.3	51	186.1	239.5	170.5
Galk1	3068.5	3342.5	3648.4	3731.8	6245.8	5975
Unk	2793.7	2904.9	2550.4	2667.4	2767.8	2826.1
Mrpl38	1985	1952.9	2152.3	2279.6	1479.3	1703
Fbf1	2131.7	2501	1850.6	2256.1	1669	1698.1
Acox1	1796.5	1939.7	1404.2	1575.6	1281.3	1253.5
Ten1	923.8	1056.1	935.5	991	747.4	794.2
Srp68	7515.8	7326	7211.4	7124.8	5685	5672.9
Tsen54	700	793.7	713.7	875.4	623	728.4
Llgl2	250.7	346.7	200.5	295.7	153.4	181.5
Ncbp3	2652.6	2588.2	2859.5	2715.4	2816.6	2908.9
P2rx1	599.8	482.6	455.7	401.5	35.2	39
Atp2a3	12279.6	13201.4	9492.7	11293.4	23071.5	21620.8
Ankfy1	4058.2	4074.4	4322.2	4688.5	6221.9	6422
Exoc7	1940.4	1854.5	1785.7	1910.5	1959.3	1882
Ube2g1	3049	3295.7	2971.8	3267.7	2788.6	2852.9
Spns3	517.1	533.2	549.4	526.8	13.5	19.5
Med31	394.6	356.1	387.9	337.8	395	383.7
Ube2o	2331.3	2312.7	3040.5	2722.2	5321.1	5184.4
Txndc17	1851.3	1702.7	2120.7	1881.1	1777.8	1748
Rhbdf2	1098.3	902.4	1131.4	1077.1	3197	3198.8
4933427D14Rik	921.9	931.4	895.6	992	1330	1387.5
Fam64a	1693.5	1792.6	1762.5	1778.3	4533.2	4213.5
1810032O08Rik	887.6	849	981.9	888.2	850	856.4
Rabep1	2634.9	2599.4	2277.6	2366.8	2368.7	2427.8
Mfsd11	822.6	832.1	641.3	666.9	456.1	427.6
Kif1c	1398.2	1622.1	1312.3	1730.3	1737.4	1805.3
Sec14l1	2152.1	2440.1	1982.4	2450	1323.8	1301
Mink1	1703.7	1704.5	1501.7	1605.9	2512.8	2381.5
Eral1	893.2	924.9	984.7	1024.3	897.7	962.3
Dhrs13	263.7	276.4	292.4	316.3	265.4	260.7
Coro6	181	181.8	62.2	101.8	24.9	15.8
Blmh	4721.1	4423	5121.3	4881.4	4954.1	5082.1
Cpd	1453.9	1660.5	1510	1803.7	2474.5	2253.6
Timm22	1148.5	1148.8	1258.5	1180	1057.4	1081.7
Nxn	1246.9	1265	1437.6	1467.9	1151.7	1145.1
Fam101b	984.2	838.7	1825.6	1200.5	896.7	741.8
Ywhae	23666	23111.9	26059.3	25596.9	25875.7	26895.3
Prpf8	27217.3	28554.4	30729.5	31540.7	28459	31084.5
Nme2	531.1	527.6	660.8	625.7	510	568.9
Spag9	4418.5	4753.8	4143.1	4577.9	4350.8	4099
Luc7l3	8379.2	8372.7	6803.9	6733.1	8645.6	8352.8
Ankrd40	2053.7	2045.6	2553.2	2347.2	3211.5	3163.5
Xylt2	647.1	663.4	613.5	638.5	576.4	616.4
Lrrc59	9516.5	9297.6	11367.4	10633.4	7745.8	8738.9
Tac4	5.6	0	13.9	8.8	141	116.9
Slc35b1	1813.3	1782.3	2154.1	2108.3	1581.9	1538.5
Snx11	746.5	688.7	717.4	729.5	685.2	767.4
Scrn2	557.1	599.7	566.1	619.8	398.1	428.8
Cacnb1	464.2	591.3	207.9	250.7	831.4	812.5
Fbxl20	3501.2	3868.2	2289.6	2762.4	2487.9	2225.5
Dlg4	588.6	749.7	493.8	656.1	493.4	568.9
Dvl2	2183.7	2299.6	2023.3	2117.1	2060.8	2085.5
Nr1d1	283.2	242.7	244.1	246.8	302.7	314.3
Per1	1007.4	1144.2	896.5	1036	954.7	1022
Vamp2	1510.6	1624.9	1244.6	1275.9	2004.9	1975.8
Tmem107	364.9	384.2	355.5	384.8	446.8	359.4
Aurkb	4090.7	4095	5013.6	4969.6	6745.4	6761.9
Ctc1	3813.1	3867.3	3677.2	3923.7	3691.5	3758
Pfas	6118.4	6441.4	5979.8	6200.4	4477.3	4966.4
Myh10	153.2	196.8	279.4	350.6	7715.7	14084.1
Pik3r5	567.3	582.9	462.2	598.3	1599.5	1917.4
Ntn1	311	426.4	75.2	124.4	52.9	17.1
Stx8	727.9	729	738.8	709	696.6	638.3
Adprm	542.2	520.1	554.1	535.6	565	544.5
Top2a	33604.1	34183.3	41982.8	41135.2	62627.8	61054.4
Acly	19892.8	20864.8	17816.8	18939.1	23427.1	23131.3
Kat2a	4552.2	4444.5	4618.2	5026.3	3615.8	4144.1
Stat5b	2652.6	2773.7	2376.9	2881.8	2635.1	2658
Tmem101	400.2	278.3	443.6	331	515.2	399.5
Lsm12	1746.4	1650.2	1790.3	1770.4	1748.8	1806.5
Ubtf	7597.5	7672.7	9902.9	9458.3	8034	8730.4
Ccdc43	1329.5	1292.2	1480.3	1371.9	1539.4	1623.8
Adam11	3294.1	3373.4	1387.5	1500.2	49.8	29.2
Eftud2	9162.8	9058.6	10206.4	10296.5	7832.9	8712.1
Dcakd	1988.7	2227.4	1692.9	2081.8	1321.7	1456.9
Nmt1	4918.9	4666.6	5436.8	5067.5	4870.2	5009
Map3k14	546.9	464.8	627.4	526.8	693.5	683.4
Gosr2	3328.5	3515.9	3441.4	3655.4	2954.4	3262.2
Klhl28	472.6	419.8	410.2	458.3	589.9	599.3
Fkbp3	5761	5367.5	6243.4	5694.2	4971.7	5039.4
Scfd1	2201.3	2222.7	2308.2	1973.1	1783	1816.2
Strn3	3031.4	3030.5	2847.4	2760.4	2986.6	2934.5
Ap4s1	611.8	490.1	585.6	558.2	501.7	528.7
Dtd2	528.3	490.1	491	511.2	388.7	395.9
Gtf2a1	1458.6	1573.3	1486.8	1528.6	1502.1	1387.5
Sel1l	4344.2	4841.8	4367.7	4801.1	3419.9	3470.5
Dnaaf2	988.8	926.8	1090.5	981.2	841.8	823.5
Pole2	2433.5	2429.8	2404.7	2429.4	1514.5	1572.6
Klhdc2	7088.7	7565.9	4376	5376.9	1357	1340
Nemf	2843.8	2776.5	3181.5	2879.9	3058.1	3017.3
Sec23a	1519.9	1557.4	1432.1	1532.5	1484.5	1542.2
L2hgdh	1398.2	1431.8	1328.1	1367	782.7	874.6
Trappc6b	1218.1	1149.8	1120.2	1104.6	1089.5	1000.1
Pnn	8093.2	7889.2	8241.6	7699.6	9008.4	9145.8
Ctage5	5622.7	5381.6	5894.4	5148.7	4827.7	4594.8
Galc	176.4	304.5	113.2	332	155.5	135.2
Spata7	215.4	228.6	192.1	224.2	260.2	229
Ptpn21	103.1	191.2	69.6	135.1	14.5	39
Zc3h14	5099.9	5257	4960.7	5423.9	5916.1	5789.8
Polr2h	1065.9	823.7	1241.8	1065.4	1298.9	1230.3
Ppp2r3c	1796.5	1710.2	1571.3	1568.7	1202.5	1135.3
1110008L16Rik	1221.8	1216.3	1243.7	1127.1	841.8	836.9
Psma6	7423.8	7098.3	7755.2	8032.6	6663.5	6579.2
Nfkbia	1345.3	1262.2	1046	1281.8	935.1	832
Ralgapa1	3439.9	3749.2	3431.2	3656.4	3647.9	3671.5
Mbip	700	628.8	820.4	671.7	1060.5	1015.9
Gstz1	1100.2	1171.3	986.6	1039	829.3	851.5
Sptlc2	2077.9	2040	2237.7	2076.9	2155.2	2051.3
Ahsa1	6925.3	6335.5	8586.8	7917	5446.5	6029.8
Vipas39	1849.5	1895.7	1761.5	1825.3	1668	1592.1
Snw1	4863.2	4729.4	4958.9	4716.9	4782	4628.9
Slirp	1742.7	1474	1895.2	1544.2	1314.5	1219.4
Adck1	1069.6	1046.7	1080.3	1028.2	458.2	555.5
Mthfd1	5839	5481.9	6868.9	6755.7	5025.6	5802
Ppp2r5e	2952.5	2986.4	2908.7	3031.7	3428.2	3243.9
Sgpp1	81.7	156.5	104.9	180.2	97.4	185.2
Fut8	14939.6	14994	10095.9	11807.5	3795.2	4028.4
Atl1	130	163.1	93.7	112.6	60.1	53.6
Sav1	1739.9	1639.9	1821.9	1734.2	2442.3	2228
Nin	4034.1	4112.8	4170	4559.3	2965.8	3184.2
Tmx1	2533.7	2697.8	2920.7	2873	3022.9	3075.8
Actr10	2118.7	1933.2	2325.8	2138.6	2716	2621.4
Timm9	1339.7	1198.5	1457.1	1300.4	1093.7	1130.4
Dhrs7	189.4	178	275.6	169.4	252.9	218
Ppm1a	2634.9	2737.2	2681.3	2534.2	3084	2849.2
Glrx5	2401.9	2184.3	2630.2	2318.8	2031.8	2070.8
Mnat1	789.2	746.8	767.5	723.6	1052.2	910
Prkch	8590	9159.9	5813.6	6760.5	9391	9042.3
Hif1a	4723.9	4890.6	4923.6	5246.7	5146.9	5469.4
Papola	12032.6	12390.9	12593.5	12761.2	11498.5	11641.8
Mpp5	1503.2	1608	1279.9	1386.6	1747.8	1643.3
Snapc1	471.6	477.9	522.5	556.2	505.9	504.3
Atp6v1d	1892.2	1772	1732.8	1636.3	2308.6	2201.2
Vrk1	3653.4	3622.7	4509.7	4154.8	4205.7	3969.9
Eif2s1	6678.3	6150	7914.9	7202.2	6786.9	7257.7
Pigh	503.2	489.2	542	513.1	718.4	595.7
Rdh12	32.5	25.3	42.7	36.2	543.2	548.2
Vti1b	1333.2	1288.5	1533.2	1380.7	1498	1609.2
Zfp36l1	1583	1560.2	1937	1408.1	5133.5	4892.1
Erh	4483.5	3989.1	4766.7	4505.4	3730.9	3889.5
Susd6	1509.6	1459	1252	1300.4	1599.5	1515.4
Srsf5	17120.5	17015.3	14983.3	14446.5	14943.2	14195
Pcnx	1703.7	1888.2	1535.1	1564.8	1449.2	1432.5
Pacs2	1479.9	1509.6	1511.9	1520.7	2033.9	2005.1
Mta1	4248.6	4408.9	3856.3	4452.5	4062.6	4348.8
Wdr37	1497.6	1583.6	1617.7	1533.5	2202.9	2221.9
Gtpbp4	5154.7	4910.2	5806.2	5459.2	4368.4	4395
Zmynd11	3459.4	3617.1	3497.1	3413.6	4707.4	4704.5
Esyt2	2729.6	2901.2	2551.4	2437.3	3232.3	3125.7
Cdca7l	3298.8	3235.7	3668.8	3379.3	3411.6	3360.8
Efcab11	240.5	201.5	253.4	209.6	541.1	488.5
Tdp1	1403.8	1216.3	1664.1	1563.8	2079.5	2178
Psmc1	6730.3	6413.3	7779.4	7165.9	6947.6	7092
Nrde2	1484.6	1474.9	1472	1434.6	1410.9	1407
Rps6ka5	1398.2	1358.8	1364.3	1367	1378.7	1320.5
Ccdc88c	3005.4	3425	2982.9	3329.4	3747.5	4186.7
9030617O03Rik	1357.4	1314.7	1320.7	1599.1	1779.9	1787
Trip11	2226.4	2241.5	2147.6	2112.2	2099.2	2067.2
Atxn3	2062.1	2074.7	2109.6	2057.3	2074.3	2072.1
Lgmn	5156.6	5228.8	5139.8	4799.2	2451.7	2308.4
Golga5	2003.6	2018.4	1954.6	1889.9	1781	1728.5
Pitrm1	6005.2	5990.7	6387.2	6459.9	4244	4700.8
Pfkp	1435.4	1215.4	1796.8	1472.7	3116.2	2286.4
Asb2	114.2	119	594.9	414.2	1118.5	846.6
Otub2	325	205.2	460.3	323.1	3092.3	2411.9
Akr1c13	68.7	84.3	80.7	115.5	79.8	127.9
Net1	3190.1	2900.2	3371.8	3189.3	3111	3063.6
Tshz3	108.6	170.5	82.6	224.2	13.5	23.1
Gdi2	16466.9	15948.9	17738.9	17061	20311	21576.9
Dcaf4	856	883.7	840.9	835.3	607.5	610.3
Numb	682.4	654.1	713.7	646.3	1086.4	1003.7
Acot2	196.8	219.3	187.5	242.8	219.8	199.8
Coq6	863.5	876.2	940.2	970.4	893.6	922.1
Entpd5	2461.3	2585.4	2638.6	2693.8	4418.2	4674
Aldh6a1	794.7	962.4	547.6	761.8	427.1	403.2
Abcd4	528.3	569.7	502.1	454.4	645.8	562.8
Isca2	1165.2	1091.7	1078.5	1011.5	1053.2	1069.5
Npc2	13572.9	14056	8949.7	10561.9	7955.2	8009.3
